TS-Bayes_cumregret_mean,TS-Bayes_cumregret_se,OFUL_cumregret_mean,OFUL_cumregret_se,TS-Freq_cumregret_mean,TS-Freq_cumregret_se,TS-Improved_cumregret_mean,TS-Improved_cumregret_se,TS-Bayes_thinnesses_mean,TS-Bayes_thinnesses_se,OFUL_thinnesses_mean,OFUL_thinnesses_se,TS-Freq_thinnesses_mean,TS-Freq_thinnesses_se,TS-Improved_thinnesses_mean,TS-Improved_thinnesses_se
51.46835615526996,4.101429298091948,0.0,0.0,43.34704362409329,4.421233459292691,52.56677546443894,4.190221956792754,1.0019971474814584,0.00018549688995818337,1.0041928905068713,,1.0025562580954472,0.00018102071998239401,1.0020529355954049,0.00018357201291084853
84.91033334425276,6.799663982822286,0.0,0.0,73.54477289649702,7.152908242500622,93.62305455154889,7.109958296599755,1.0030781854427573,0.00017512920936872572,1.0047961905856269,2.0751673693144063e-09,1.0034691667274895,0.0001802674037023923,1.003035729620035,0.000167137893487079
114.45512186851464,9.647038128012786,0.0,0.0,97.17816113690522,9.80043332430493,125.40646267323127,9.829868970445261,1.0037662718954368,0.00013424545315962532,1.0050378152592143,,1.004133361004871,0.0001458791747982867,1.0035979028962814,0.0001378282867806544
139.02703417947833,12.29542159394957,0.0,0.0,113.68367740642907,11.9698196953108,152.80223818646738,12.422630352783848,1.0040690928004772,0.00011308941841615426,1.0051679930740576,2.9347298378785307e-09,1.004542255752754,0.0001288801159688445,1.003828021960225,0.0001312164190579241
162.51580991146594,14.911059937438512,0.0,0.0,129.09593379353575,14.127505547112175,179.64832135643576,15.048469375453232,1.0041501638964323,0.00011909642980880117,1.0052493799000777,,1.0047269193597153,0.00013561972015895457,1.003941909514209,0.00013130601754422744
186.00458564345365,17.55847539025862,0.0,0.0,143.93088245459407,16.32428059955075,205.9588664807807,17.686595991827414,1.0041968130815004,0.00012296852859604548,1.0053050770151055,1.1980984392872002e-09,1.0048822008319336,0.00013891522436339262,1.0040308235273125,0.0001291329374557041
209.49336137544122,20.225193222569295,0.0,0.0,157.12995522269205,18.355187639497476,232.26941160512573,20.355606391580913,1.0042278860026932,0.00012561960267436274,1.00534558982324,6.670729793425542e-09,1.0050117762732587,0.00014162529521995069,1.0040664468979774,0.00013204952134827507
232.9821371074289,22.904472424348047,0.0,0.0,168.7057544030671,20.221969106638934,258.57995672947067,23.04477233379594,1.004250254287957,0.00012754796379182054,1.0053763828333333,3.1698705165285494e-09,1.0051687665363953,0.00014172960438730954,1.0040896973115547,0.00013414347865933922
256.47091283941654,25.59236812943827,0.0,0.0,179.18693011672968,21.991131290854426,284.3570313161992,25.71242244797039,1.0042671888924262,0.0001290150336017328,1.0054005793263483,3.1698705165285494e-09,1.0052902830556762,0.00014259245075995424,1.0041485209567957,0.0001292093106712482
279.95968857140406,28.286424114673242,0.0,0.0,190.19844396677505,23.693128928679496,310.13410590292796,28.396443752259906,1.0042804807440164,0.0001301695412988862,1.0054200938997584,5.08310118569399e-09,1.0053907818103271,0.00014599628363908026,1.0041675228940727,0.00013059155595489667
303.4484643033918,30.985033567920453,0.0,0.0,198.46513305198482,25.20610357045079,335.9111804896566,31.092596881148328,1.0042912028408848,0.00013110227354942947,1.0054361655781745,,1.0055318868782976,0.00014199420801733423,1.00418025731677,0.000131704561511976
326.9372400353794,33.6871021980618,0.0,0.0,205.59682405267947,26.564701827270685,361.68825507638525,33.79797859721636,1.0043000407010068,0.00013187183213744108,1.005449631631872,,1.0056441733593309,0.00013989326193606478,1.0041899849957334,0.00013259233425489935
350.42601576736706,36.39185948928238,0.0,0.0,210.52128240218838,27.552677960923063,387.46532966311383,36.510537480406384,1.0043074541613133,0.00013251777013252036,1.0054610782029163,,1.0058248860535013,0.00013027846274879444,1.0041978195955732,0.00013331900617424554
373.9147914993547,39.098747460247345,0.0,0.0,214.90201374066874,28.483166567909,413.2424042498424,39.228784716893664,1.0043137637900827,0.00013306777014050633,1.00547092789095,,1.005907346760431,0.00012993064260645627,1.0042043220461825,0.00013392673106578254
397.4035672313424,41.80735224957729,0.0,0.0,218.71548502077545,29.331823410213715,439.0194788365713,41.9516145937982,1.0043192001879846,0.0001335417986528852,1.0054794930723474,3.3887341237959933e-09,1.0059754982768128,0.00012849005283846202,1.0042098299565232,0.00013444363319213947
420.89234296332995,44.51736048518355,0.0,0.0,221.99445646852618,30.103141686188106,464.79655342329994,44.67818927726079,1.0043239336271461,0.0001339546255915218,1.0054870096363588,7.48212235523281e-09,1.006038095570797,0.00012631985097212096,1.004214567140408,0.000134889298359036
444.3811186953176,47.22853057530842,0.0,0.0,225.273427916277,30.91036523300741,490.57362801002864,47.40786264501772,1.004328092647419,0.00013431741571758867,1.005493659045044,,1.0060615218678592,0.00012790766454457637,1.0042186910923774,0.0001352778803252551
467.86989442730527,49.94067329667684,0.0,0.0,228.55239936402774,31.750755627946138,516.3507025967575,50.14012861420432,1.0043317761479635,0.000134638767845136,1.0054995831748255,7.088045954830207e-09,1.0060770215471624,0.00012902044481644418,1.0042223172426394,0.0001356199166616429
491.35867015929296,52.65363835135702,0.0,0.0,231.8313708117785,32.62174967259781,542.1277771834859,52.87458527246346,1.0043350614913646,0.00013492541292950763,1.0055048945525913,7.856456861687988e-09,1.0060887422845584,0.00012982972874166524,1.004225532762434,0.00013592344398718437
514.8474458912805,55.36730485794923,0.0,0.0,235.11034225952923,33.52096187620756,567.9048517702149,55.610909464124276,1.0043380100791501,0.00013518269637030378,1.0055096835719395,,1.0060981637807502,0.0001304462866887598,1.0042284050317667,0.00013619471491372188
