TS-Bayes_cumregret_mean,TS-Bayes_cumregret_se,TS-Freq_cumregret_mean,TS-Freq_cumregret_se,TS-Improved_cumregret_mean,TS-Improved_cumregret_se,TS-Thinness_cumregret_mean,TS-Thinness_cumregret_se,TS-ThinnessDirected_cumregret_mean,TS-ThinnessDirected_cumregret_se
79.72350452017693,15.51613849508248,89.59186443129659,17.588964658306974,84.8633002298679,16.638295953647038,60.077097640276996,18.34351866100668,74.74880112288129,15.973639256837375
154.2628690095684,30.235459168082876,159.5458789314905,29.328296356975464,169.80543731722258,29.99038801861056,104.89194763500704,31.141006158671615,119.39037169782148,25.603454123402685
194.04009903220125,40.5927367613625,199.33844169695485,38.28382927570819,224.93167788063002,40.356357614603695,139.81386428055742,41.86162457092557,164.25220803238932,37.790795427487645
233.81732905483418,51.296123623579795,229.25174228415062,46.94697349012801,264.98779525373664,49.9393588378238,169.7166400625352,51.75836353537845,189.18412105444787,46.29135026154838
273.59455907746707,62.16710588558667,254.1587554391819,54.8435896743325,305.0439126268433,60.10512340634681,199.61941584451296,61.848240041181974,214.11603407650642,55.26319607339726
313.3717891001,73.13098210696853,279.0657685942131,63.305511154327554,345.10002999994987,70.60236890923369,229.52219162649067,72.05015900545213,239.04794709856492,64.50999467268933
353.1490191227329,84.15145137206851,298.95364088567175,70.46220164322996,385.1561473730565,81.30280111314103,259.42496740846843,82.3224759431967,263.9798601206234,73.92864685836147
392.9262491453658,95.20886369701782,318.8415131771304,78.03111288224147,425.21226474616316,92.13565422481412,289.3277431904462,92.64177618285102,288.91177314268197,83.46099137417728
432.70347916799864,106.29169026450221,338.72938546858893,85.90335205450623,465.2683821192697,103.05917924847914,319.23051897242397,102.99393845948761,313.8436861647405,93.0721020350724
472.48070919063156,117.39273336305052,358.6172577600476,94.0027436306471,505.32449949237645,114.04732532001742,349.1332947544017,113.36996092734607,338.775599186799,102.73987597085967
512.2579392132645,128.50727219876515,373.40718039139995,100.17198387642097,545.3806168654829,125.08306334301912,379.03607053637944,123.76384261215884,363.70751220885757,112.44969939045006
552.0351692358973,139.63208407755945,388.19710302275223,106.59657892056761,585.4367342385895,136.15482141753802,408.93884631835715,134.1714330689453,388.6394252309161,122.19154845042188
591.8123992585303,150.76489489955404,402.98702565410457,113.23307229595841,625.4928516116962,147.25447494916307,438.8416221003348,144.58977205047984,413.5713382529746,131.9583304442553
631.5896292811631,161.90405460846364,412.9023617271446,117.88565757666662,665.5489689848029,158.37615896090495,468.7443978823127,155.01669241611677,438.5032512750331,141.7448915332507
671.3668593037961,173.04833717086973,422.8176978001846,122.74149183496546,705.6050863579094,169.51553733864654,498.64717366429034,165.4505717422705,463.4351642970916,151.54739990882396
711.144089326429,184.1968127598887,432.7330338732246,127.77740539058982,745.661203731016,180.6693372118091,528.5499494462681,175.8901716078628,488.3670773191501,161.3629492903847
750.921319349062,195.34876349379803,442.64836994626455,132.9729400807466,785.7173211041227,191.83504308452822,558.4527252282458,186.33453051657028,513.2989903412087,171.18929648045108
790.6985493716949,206.50362636178096,452.5637060193047,138.31010886400517,825.7734384772293,203.01069045563912,588.3555010102236,196.7828907034498,538.2309033632672,181.02468311384104
830.4757793943278,217.66095363416028,462.4790420923447,143.77313931717757,865.829555850336,214.19472323251094,618.2582767922013,207.23464695983904,563.1628163853259,190.8677117918994
870.2530094169606,228.82038481668096,472.39437816538464,149.34822034141752,905.8856732234424,225.38589312415434,648.161052574179,217.68931012734717,588.0947294073842,200.71725823680154
910.0302394395934,239.98162640654743,482.30971423842465,155.02326342865152,945.9417905965493,236.58318730509467,678.0638283561568,228.14648058442526,613.0266424294429,210.5724078428521
949.8074694622264,251.14443703208977,487.3066144263961,157.98528284826696,985.9979079696557,247.7857755175758,707.9666041381346,238.60582867689288,637.9585554515014,220.43240908856447
989.5846994848592,262.3086163776454,492.30351461436766,161.0478966401047,1026.0540253427625,258.99297079187204,737.8693799201122,249.0670800613802,662.89046847356,230.29663881536422
1029.3619295074923,273.4739968152366,497.3004148023391,164.20547631164402,1066.1101427158692,270.204199870573,767.77215570209,259.5300045817539,687.8223814956184,240.16457599724123
1069.1391595301252,284.6404370018447,502.2973149903106,167.45264976178495,1106.1662600889758,281.41898065542375,797.6749314840678,269.99440772411634,712.7542945176771,250.03578167820154
1108.9163895527581,295.80781692419515,507.2942151782821,170.78430664651023,1146.2223774620825,292.63690480854103,827.5777072660455,280.4601239794627,737.6862075397355,259.9098834522037
1148.693619575391,306.9760340232947,512.2911153662536,174.19559955461725,1186.2784948351891,303.8576241861515,857.4804830480232,290.9270116352945,762.6181205617941,269.78656333120307
1188.470849598024,318.1450001339635,517.288015554225,177.68194177977963,1226.3346122082958,315.0808401561828,887.3832588300011,301.39494864993674,787.5500335838525,279.66554816995
1228.2480796206569,329.31463904625343,522.2849157421965,181.23900239200873,1266.390729581402,326.3062951098916,917.286034611979,311.86382935592445,812.481946605911,289.54660204110536
1268.0253096432898,340.484884546208,527.281815930168,184.8626992241679,1306.4468469545088,337.5337656598305,947.1888103939566,322.3335618044952,837.4138596279696,299.4295201130245
1307.8025396659227,351.65567882956304,532.2787161181394,188.5491903027348,1346.5029643276157,348.7630571462682,977.0915861759343,332.8040656103701,862.345772650028,309.31412369611627
1347.5797696885556,362.82697120814055,537.275616306111,192.29486417001812,1386.5590817007221,359.9939991678487,1006.994361957912,343.27527019026394,887.2776856720866,319.2002562058664
1387.3569997111886,373.99871704782737,542.2725164940824,196.0963294697064,1426.6151990738285,371.2264419206357,1036.8971377398898,353.7471133137257,912.2095986941453,329.0877798507556
1427.1342297338213,385.1708768911853,547.2694166820539,199.95040410010344,1466.6713164469356,382.46025318010913,1066.7999135218674,364.21953990358213,937.1415117162036,338.97657289777766
1466.9114597564542,396.3434157283104,552.2663168700254,203.85410418010912,1506.7274338200423,393.69531579823933,1096.702689303845,374.6925010372482,962.0734247382622,348.8665274014685
1506.6886897790873,407.51630238752364,557.2632170579969,207.80463302181695,1546.783551193149,404.9315256160005,1126.605465085823,385.1659531107434,987.0053377603206,358.75754730738566
1546.4659198017202,418.68950902353765,562.2601172459683,211.79937026007968,1586.8396685662556,416.1687897131068,1156.5082408678009,395.63985713531764,1011.9372507823794,368.6495468599911
1586.243149824353,429.8630106853789,567.2570174339398,215.83586125289224,1626.895785939362,427.407024933127,1186.4110166497785,406.11417814278497,1036.869163804438,378.5424492594678
1626.020379846986,441.0367849499417,572.2539176219113,219.91180683620937,1666.9519033124689,438.6461566347586,1216.3137924317562,416.588884680464,1061.8010768264962,388.4361855232478
1665.7976098696188,452.21081160982874,577.2508178098828,224.02505349208573,1707.0080206855753,449.88611762983743,1246.2165682137343,427.0639483803614,1086.7329898485548,398.3306935167807
1705.574839892252,463.3850724063247,582.2477179978544,228.17358396903577,1747.0641380586821,461.1268472763158,1276.1193439957117,437.5393435901772,1111.6649028706133,408.2259171249202
1745.3520699148853,474.55955080007107,587.2446181858259,232.35550837756017,1787.1202554317886,472.368290700472,1306.0221197776893,448.0150470560228,1136.5968158926719,418.1218055407051
1785.1292999375182,485.7342317733759,592.2415183737974,236.56905577123007,1827.1763728048954,483.6103981273775,1335.9248955596672,458.4910376485951,1161.5287289147304,428.0183126525903
1824.906529960151,496.90910165918075,597.2384185617689,240.81256621398597,1867.2324901780019,494.85312430245364,1365.8276713416449,468.96729612601837,1186.4606419367888,437.9153965145962
1864.6837599827838,508.0841479925861,602.2353187497404,245.08448332690602,1907.2886075511092,506.09642798998567,1395.7304471236225,479.44380492775133,1211.3925549588473,447.8130188865837
1904.4609900054165,519.259359381539,607.2322189377119,249.38334730219,1947.3447249242151,517.3402715369162,1425.6332229056002,489.9205479949161,1236.3244679809059,457.7111448340644
1944.2382200280495,530.4347253938564,612.2291191256834,253.70778836813432,1987.4008422973216,528.5846204922175,1455.535998687578,500.3975106131784,1261.2563810029644,467.60974237874694
1984.0154500506828,541.6102364582315,617.2260193136549,258.0565206861327,2027.4569596704284,539.8294432737595,1485.438774469556,510.87467927494816,1286.188294025023,477.50878219247517
2023.7926800733155,552.785883777239,622.2229195016264,262.4283366589667,2067.5130770435353,551.0747108758999,1515.3415502515336,521.3520415581819,1311.1202070470813,487.40823732839965
2063.569910095949,563.9616592506803,627.2198196895979,266.82210162864806,2107.569194416642,562.3203966121096,1545.2443260335112,531.8295860195024,1336.0521200691398,497.30808298420874
2103.3471401185816,575.1375554078639,632.2167198775694,271.2367489416622,2147.6253117897486,573.5664758878329,1575.1471018154891,542.3073020996993,1360.9840330911984,507.20829629304563
2143.1243701412145,586.3135653476241,637.2136200655409,275.6712753594997,2187.6814291628552,584.81292599952,1605.049877597467,552.7851800399695,1385.915946113257,517.1088561384088
