TS-Bayes_cumregret_mean,TS-Bayes_cumregret_se,TS-Freq_cumregret_mean,TS-Freq_cumregret_se,TS-Improved_cumregret_mean,TS-Improved_cumregret_se,TS-Thinness_cumregret_mean,TS-Thinness_cumregret_se,TS-ThinnessDirected_cumregret_mean,TS-ThinnessDirected_cumregret_se,TS-Bayes_thinnesses_mean,TS-Bayes_thinnesses_se,TS-Freq_thinnesses_mean,TS-Freq_thinnesses_se,TS-Improved_thinnesses_mean,TS-Improved_thinnesses_se,TS-Thinness_thinnesses_mean,TS-Thinness_thinnesses_se,TS-ThinnessDirected_thinnesses_mean,TS-ThinnessDirected_thinnesses_se
79.72350452017693,15.51613849508248,89.59186443129659,17.588964658306974,84.8633002298679,16.638295953647038,60.077097640276996,18.34351866100668,74.74880112288129,15.973639256837375,1.0005634784925626,0.00013295262135583493,1.0006469161374498,0.00012659041276241856,1.000605197315006,0.00013016285660103874,1.0009182844758857,0.00011168958592596906,1.0006260959247384,0.00013372838771644177
154.2628690095684,30.235459168082876,159.5458789314905,29.328296356975464,169.80543731722258,29.99038801861056,104.89194763500704,31.141006158671615,119.39037169782148,25.603454123402685,1.0010226768620631,9.87340312618279e-05,1.0009512342460762,0.00012917583286849326,1.0008348245655354,0.00012542540445096046,1.0011719143428144,8.695026770077612e-05,1.0008856647478432,0.00014051022100224926
194.04009903220125,40.5927367613625,199.33844169695485,38.28382927570819,224.93167788063002,40.356357614603695,139.81386428055742,41.86162457092557,164.25220803238932,37.790795427487645,1.0011999156487943,7.034103303186893e-05,1.0012688294714458,0.00011063754545389154,1.0009851696548004,0.00011603282801801668,1.0012239250084876,9.443447611170744e-05,1.0011499283544492,0.000107618278613097
233.81732905483418,51.296123623579795,229.25174228415062,46.94697349012801,264.98779525373664,49.9393588378238,169.7166400625352,51.75836353537845,189.18412105444787,46.29135026154838,1.0012421294312799,7.67126208843631e-05,1.0013881508169378,9.770761357040014e-05,1.0012044742088508,7.260977050703759e-05,1.001313312117157,7.333794752534728e-05,1.001319308876412,6.705176570399863e-05
273.59455907746707,62.16710588558667,254.1587554391819,54.8435896743325,305.0439126268433,60.10512340634681,199.61941584451296,61.848240041181974,214.11603407650642,55.26319607339726,1.0012635521551496,8.04961104002576e-05,1.001477885077577,9.984555611214856e-05,1.0012469950048102,7.794904151779991e-05,1.001338698984135,7.603584806592032e-05,1.0013598682674283,7.019205623312061e-05
313.3717891001,73.13098210696853,279.0657685942131,63.305511154327554,345.10002999994987,70.60236890923369,229.52219162649067,72.05015900545213,239.04794709856492,64.50999467268933,1.001276822323752,8.292055773066383e-05,1.0015066176749992,0.0001044084884921934,1.0012674040918679,8.13352034031125e-05,1.0013534088006435,7.805200773300725e-05,1.001381139044841,7.262223219907156e-05
353.1490191227329,84.15145137206851,298.95364088567175,70.46220164322996,385.1561473730565,81.30280111314103,259.42496740846843,82.3224759431967,263.9798601206234,73.92864685836147,1.0012859227596957,8.460321482876338e-05,1.0015769056779598,0.00010216212934078122,1.0012798213766836,8.353564071117746e-05,1.0013633782290623,7.949305378314087e-05,1.0013947041722406,7.430561016729157e-05
392.9262491453658,95.20886369701782,318.8415131771304,78.03111288224147,425.21226474616316,92.13565422481412,289.3277431904462,92.64177618285102,288.91177314268197,83.46099137417728,1.0012925752094735,8.583984011194898e-05,1.0015969500811719,0.00010543767880664485,1.0012882936093548,8.5075098933596e-05,1.0013706674631873,8.056639072841978e-05,1.0014042284228084,7.552372882709365e-05
432.70347916799864,106.29169026450221,338.72938546858893,85.90335205450623,465.2683821192697,103.05917924847914,319.23051897242397,102.99393845948761,313.8436861647405,93.0721020350724,1.001297659356418,8.678754539080874e-05,1.0016086794364578,0.0001073377574662614,1.001294486343449,8.621376128196681e-05,1.001376256866401,8.139620899092316e-05,1.0014113239553053,7.644392684674604e-05
472.48070919063156,117.39273336305052,358.6172577600476,94.0027436306471,505.32449949237645,114.04732532001742,349.1332947544017,113.36996092734607,338.775599186799,102.73987597085967,1.0013016753260549,8.753731645905636e-05,1.0016168253853466,0.00010858575897561289,1.001299228533052,8.709128191911469e-05,1.0013806896579216,8.205708615386832e-05,1.0014168312225549,7.716342230332842e-05
512.2579392132645,128.50727219876515,373.40718039139995,100.17198387642097,545.3806168654829,125.08306334301912,379.03607053637944,123.76384261215884,363.70751220885757,112.44969939045006,1.001304929727325,8.814548875149718e-05,1.001676732765735,0.00010204731628955845,1.0013029848780683,8.778898367113033e-05,1.0013842959513024,8.259602423350433e-05,1.0014212374290938,7.774153729695256e-05
552.0351692358973,139.63208407755945,388.19710302275223,106.59657892056761,585.4367342385895,136.15482141753802,408.93884631835715,134.1714330689453,388.6394252309161,122.19154845042188,1.0013076214784866,8.864882828008338e-05,1.001690521486184,0.0001040719745284574,1.0013060381957803,8.835743969857392e-05,1.0013872895368696,8.30440469446133e-05,1.0014248466136866,7.821634220399258e-05
591.8123992585303,150.76489489955404,402.98702565410457,113.23307229595841,625.4928516116962,147.25447494916307,438.8416221003348,144.58977205047984,413.5713382529746,131.9583304442553,1.001309885477139,8.907235852400477e-05,1.0016981189950411,0.00010530600908045308,1.0013085713470447,8.882978491889016e-05,1.0013898155884648,8.342245132217114e-05,1.0014278591876384,7.861335271188768e-05
631.5896292811631,161.90405460846364,412.9023617271446,117.88565757666662,665.5489689848029,158.37615896090495,468.7443978823127,155.01669241611677,438.5032512750331,141.7448915332507,1.0013118165337382,8.943371116578572e-05,1.0017571637279858,9.610690591312501e-05,1.00131070820606,8.922866025343474e-05,1.0013919764103487,8.374634858154043e-05,1.001430412996577,7.895030754824754e-05
671.3668593037961,173.04833717086973,422.8176978001846,122.74149183496546,705.6050863579094,169.51553733864654,498.64717366429034,165.4505717422705,463.4351642970916,151.54739990882396,1.0013134832802209,8.974567058273377e-05,1.0017701487920372,9.77868738872928e-05,1.0013125358627168,8.957007680766492e-05,1.0013938462955942,8.402675864869904e-05,1.0014326061489442,7.92399212430504e-05
