TS-Bayes_cumregret_mean,TS-Bayes_cumregret_se,TS-Freq_cumregret_mean,TS-Freq_cumregret_se,TS-Improved_cumregret_mean,TS-Improved_cumregret_se
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.49455193650943835,0.0723381948500579,0.5942618492719469,0.07880450571123603,0.42609383263732764,0.06936620168998493
1.055260075942591,0.10477347963433577,1.2077702478523964,0.10508314286335711,0.9371992228769678,0.10373597381508157
1.6112358989612465,0.12750174762817407,1.6463243317636873,0.12733260282055126,1.4539564917832255,0.13940746215583694
2.0843659824995115,0.1380117634943879,2.137485136703358,0.1528593599796274,1.92138797090798,0.1582926439511293
2.552454319936937,0.14469341454704138,2.8096579495776837,0.17890525922745887,2.3829315640067925,0.16885431464447426
2.9541605780269866,0.15860018092221403,3.3506705019981236,0.19484284560256862,2.988016469693487,0.17571900043092262
3.526478079028232,0.16790913831534238,4.03945238663981,0.21529800009384994,3.4432842921089444,0.19242904395768817
3.9626966667573327,0.18405918392699894,4.631380863913454,0.21088601004549454,3.944047217231291,0.20373355651792038
4.663611083226088,0.21671992679197857,5.298762803954803,0.21164314102839474,4.497957432181788,0.2219131099645414
5.112564149060695,0.2171247311169958,5.832930178315037,0.23061364382892557,5.064880671498053,0.22380870943623013
5.569966593902313,0.23950059072643545,6.503574670490008,0.246816182186873,5.646857111767146,0.24664735722462944
6.158450044256416,0.26101183802752165,7.1076034188095925,0.2613119993457037,6.304827893697871,0.2518659194132052
6.611997681467684,0.26237598626565295,7.5930501430017285,0.2661284572716409,6.835683041462213,0.2670843136544347
7.192298220865797,0.27274990117111814,8.161842240625447,0.28034051961127165,7.378417140800306,0.2803859430324431
7.766694834087453,0.29169700615533267,8.56209416397595,0.29173628661526985,7.934675100435051,0.2901487530844393
8.14204724413527,0.2937737791201559,9.155089627993487,0.3010579384245058,8.391445514221402,0.29590805250083296
8.753166159724264,0.31791883223547807,9.760777563183785,0.2998863429550964,8.969648633010584,0.31468891582344194
9.268398810540425,0.3177978470899133,10.306640291221822,0.31794936376661315,9.522522021466619,0.32750633541633223
9.726825799911405,0.3157993567791582,10.876299674936766,0.331994471772591,10.045494902901217,0.32385094897186695
10.183693188366574,0.3204524037485637,11.529510844202386,0.33948092399313007,10.461006226232739,0.32503665221749367
10.679077970903691,0.3264960730247121,12.116957703983513,0.3612909414232355,11.006236260853308,0.3345399647657952
11.17256287327883,0.3223977859057291,12.632904657321951,0.3526245122844546,11.457996731840124,0.33089732093741897
11.624996065618245,0.33672815934539574,13.1793303614585,0.3600065391910436,12.028806337322125,0.3374831866753191
12.22234534841424,0.33980910838973133,13.680210311437943,0.36766876858814057,12.53199397875278,0.35174471283048053
12.725896147748392,0.3516989782810672,14.268554185946208,0.3836711316086242,12.978433940184118,0.34696684366901276
13.222809617936607,0.36359430506708673,14.740685336823974,0.3899279873113485,13.462343398963483,0.349648403854908
13.592958387188757,0.36749208430463015,15.083641146216632,0.3946284353876836,13.900746729435825,0.3514581720060511
14.017914440171856,0.3804895660279919,15.635086899785083,0.3964770289842809,14.334461390784151,0.36548958524605907
14.631712574079843,0.3805652033383456,16.175471312702008,0.4168640387016844,14.93739908242909,0.37709463467040477
15.00461452236003,0.3933151989943358,16.834844457484984,0.43258297845341076,15.446792005501486,0.38132200463091154
15.576005917694104,0.3896639938316446,17.440759037120007,0.43445625437068386,16.04885882668827,0.40320546437652616
16.047528718930774,0.3832431435512038,18.066902056179536,0.42243875824894733,16.72886139623893,0.4295797827283741
16.547875060355626,0.4008771123466641,18.62344199148416,0.42806485787203274,17.35149650312716,0.43685407802808535
17.19294325393712,0.4134359750643834,19.15214756705639,0.4461749315001032,17.87670016594836,0.44640908750562597
17.762672092582275,0.4241574555609067,19.704522637358995,0.4506933564696437,18.550950049191645,0.4605911089152726
18.36950837318478,0.43437270182268595,20.129010170277173,0.4619445926650441,19.115983400742124,0.46064014358667976
18.908962397238646,0.4281856282321786,20.772713692381505,0.46777437656416254,19.7761572444702,0.4605858218968517
19.392124708832796,0.42257221728977157,21.282663053925674,0.48491165179516643,20.254180016656072,0.4612679546694954
19.800747653317945,0.4424674578795229,21.727088473891136,0.46129698693562315,20.682575933197075,0.4784922121688567
20.297865805936393,0.4402245927456573,22.215580494150895,0.4610192310333642,21.297052163316103,0.49042823836992844
20.902953529088613,0.4567707776597885,22.846914359885908,0.46298008284706177,21.76312093191016,0.5076270890364029
21.321602264058683,0.4733012003380633,23.398757037952024,0.4663568770270193,22.295038398990354,0.5098606800461123
21.85423965317075,0.49144638788569783,23.946027780378483,0.46286734616176495,22.794212504646826,0.5271719316930762
22.371445646008077,0.5019173725392384,24.445445888787066,0.47288082568815415,23.247369865652754,0.5197335632888006
22.79541508692357,0.5001433723897355,24.96875050150732,0.47254706968958743,23.989241252997296,0.5389336783790597
23.248727103030223,0.5147762302943083,25.508094955844914,0.488318007389006,24.404194659262988,0.5504051581211385
23.69754986094293,0.5377181110035032,26.014277298400675,0.5047413553933963,24.783851048239693,0.5722145495900907
24.186648568815684,0.5660643965058098,26.51478837942867,0.5142995381366599,25.143127336602333,0.599946770273671
24.67574727668844,0.6010535448686493,26.94514787435759,0.5274621389506807,25.49662213937958,0.6381752040927366
25.157611915690758,0.6411921273536583,27.334957212408373,0.5485983160574001,25.849107594553956,0.6715727563458292
25.622392701863436,0.6838881248745279,27.836974549633897,0.5684214359272669,26.19845036045467,0.7096905982521116
26.07030503287116,0.728818545966488,28.26393956128265,0.582877099916653,26.584351144144367,0.7496621713972456
26.51821736387888,0.7766116429077062,28.744987466173008,0.5959991693575941,26.929420888285712,0.7906069543558938
26.97302062272836,0.8264214784080797,29.2479241308889,0.632675661755956,27.323483730509356,0.833215382718784
27.42782388157783,0.8782170590639117,29.765359766946503,0.661697702733105,27.674066310185598,0.8766135312906157
27.867302672870895,0.931948049007119,30.251207805309626,0.6948036466568934,28.049635744553534,0.9262310044502076
28.322105931720365,0.986718271706943,30.662403190056835,0.7208400870798648,28.403109844470205,0.9704287613034044
28.761593037841607,1.042306972576978,31.080167595227778,0.7428133791418972,28.724794908257664,1.0163412605912077
29.194189216121107,1.0991735204012842,31.570246418635737,0.7713838982738475,29.064556819174825,1.0565827094874825
29.626785394400617,1.1569225371348617,32.210556107900636,0.8156640681412547,29.416193237433937,1.1045322970399802
30.05938157268011,1.2154282422340932,32.637231659472405,0.8549067332650684,29.72255977170156,1.1338134524363352
30.491977750959617,1.2745864400739542,33.13419178408797,0.8815491472926806,30.113759968740897,1.1842036514558592
30.924573929239113,1.3343103464078374,33.62670520892998,0.9059373122726361,30.44385926791129,1.2310397553252317
31.35717010751861,1.3945272797446697,34.069151617733645,0.9382540750707654,30.852164257269305,1.2781243976869843
31.796648898811686,1.4552929033910147,34.576233002759324,0.9879762740981531,31.256199870161694,1.3280080948040915
32.22924507709118,1.5162971248957642,34.99289429108227,1.0092340423505761,31.676646347741553,1.379240124311499
32.67027479508534,1.5774224378972892,35.50990600377738,1.048998420976647,32.05039685786064,1.4274459237398136
33.10143564743702,1.6391253417102314,35.94708906485499,1.0852962547131189,32.43877804495194,1.4784349889052717
33.53259649978868,1.7010972441862249,36.35891481013644,1.1019758249149734,32.83452043112846,1.5263301177570663
33.96375735214036,1.7633097835053386,36.81698775508809,1.124955814707226,33.1685774320729,1.5734471824768768
34.39491820449203,1.8257383605324549,37.3152314026318,1.160290610054328,33.49889083005073,1.625933152832606
34.82607905684371,1.8883615489943222,37.77534168877198,1.2103649081087176,33.822778365266046,1.6795102214501645
35.25723990919537,1.9511606106128616,38.16888121556028,1.2314208812570737,34.16822510372855,1.7326593314614256
35.68840076154705,2.014119094587127,38.64942080898813,1.2732753854052643,34.52309449576265,1.7870506830831723
36.1195616138987,2.0772225051833537,39.06265197775529,1.3039619866553949,34.90047330351988,1.8407200419011576
36.550722466250384,2.140458024579401,39.526880723592036,1.32030604449777,35.244118810900815,1.8958382094045398
36.983318644529895,2.2037326996667863,39.96823851045853,1.358590909654175,35.655211939120285,1.9501771552939153
37.414479496881555,2.2671990976866456,40.37415267355305,1.4012092824274538,35.98676034190261,1.9904165007553023
37.84564034923324,2.3307671045404783,40.83297373855456,1.4437036480744667,36.29112116914131,2.031514739018477
38.27680120158491,2.3944286276168865,41.240106875830996,1.4721180795032762,36.62155412845344,2.086206203149558
38.70796205393657,2.4581764013148044,41.67648658923577,1.4929657392260718,36.95657557697975,2.139986015606602
39.13912290628823,2.5220038852660616,42.13289802242339,1.5182279793785645,37.28588747138006,2.187674479723196
39.57028375863993,2.5859051770510857,42.676102409643626,1.553784305982034,37.63543429554489,2.2415958243016725
40.00144461099158,2.649874937084493,43.10121932318726,1.579706669611167,37.936719921035,2.2914820636453106
40.43260546334328,2.7139083237581643,43.47515135101722,1.6019994892775236,38.24254060055364,2.3368192420227794
40.86376631569493,2.778000937261473,43.887053859051115,1.6453596251983087,38.528252416277134,2.3862483712873677
41.294927168046605,2.842148770767246,44.3142483780511,1.6752364894748735,38.809877060768066,2.4179632955265316
41.72608802039826,2.906348167891856,44.670369139277156,1.702823353742192,39.12392440162654,2.4681490923140963
42.15724887274994,2.9705957855166565,45.07459577769071,1.7288915089559256,39.40160870072146,2.50481020214708
42.58840972510162,3.034888561205616,45.38077347710494,1.7381124306310396,39.68138424755077,2.5417523734386887
43.019570577453294,3.099223684574975,45.75569539174327,1.7562723570868763,40.012360180202364,2.5792762448879163
43.450731429804954,3.163598572071163,46.158191722478996,1.7979608963547007,40.271053546493306,2.606954149169984
43.88189228215661,3.2280108446963647,46.555770175140196,1.8278203867683402,40.53520814432765,2.646294764568992
44.31305313450828,3.2924583082903798,47.0638523222985,1.8564773389604392,40.839577409575384,2.687127969368659
44.74421398685997,3.3569389360352946,47.43528637562764,1.879892310178868,41.14027542083535,2.728163251802579
45.175374839211635,3.4214508528978786,47.82408686024703,1.9114941730180743,41.42601662460302,2.769418998069541
45.6065356915633,3.4859923217654782,48.28949080548339,1.9351409345185382,41.69939755119279,2.807216508984923
46.03769654391499,3.5505617310654567,48.716123342126856,1.9656151157848074,41.95936940612146,2.83978961159731
46.46885739626664,3.615157583687276,49.1592423439573,1.9870946230537927,42.274935076050895,2.8788396786964827
46.90001824861834,3.679778487050965,49.463295066582994,2.007112584970325,42.53989464941904,2.917402281455726
47.33117910096999,3.744423144186694,49.78650364604109,2.020673925531025,42.80702979664738,2.957836858129131
47.75876253039019,3.8091062830585902,50.15524487320087,2.0521081476814342,43.08860344296947,2.9963835527653147
48.186345959810396,3.8738149783692997,50.53557206954356,2.072607971428634,43.35547944235067,3.032583671869621
48.61392938923059,3.938547970474236,51.007464224234724,2.0996845150103027,43.60534103336164,3.067193992755492
49.04151281865078,4.0033040807440035,51.345462881012,2.122605355356084,43.87259276076208,3.109496450578947
49.46909624807098,4.068082205187463,51.748815880326354,2.155200649642382,44.083160018966794,3.1349181427912614
49.89667967749117,4.132881308664778,52.230194600322804,2.204780907250917,44.31254303042877,3.1639833593175766
50.32426310691139,4.197700419627981,52.61494779662352,2.2235599922209386,44.55542635142232,3.1983820946393915
50.75872914934517,4.262280473262081,53.06894286991512,2.259705070360475,44.84644369906365,3.245323647426639
51.18631257876535,4.327133914961429,53.43687510075353,2.2795133205187206,45.13755505443477,3.2809835875500926
51.613896008185556,4.392004874923761,53.93396894064096,2.3144168078148795,45.43201836918486,3.32001006022717
52.04836205061932,4.456636313044577,54.35950036351462,2.343509615834542,45.69536135825226,3.3595236030875903
52.482828093053094,4.521288454218918,54.72159381519404,2.3671319005564007,45.99293155189875,3.400277198678583
