TS-Bayes_cumregret_mean,TS-Bayes_cumregret_se,TS-Freq_cumregret_mean,TS-Freq_cumregret_se,TS-Improved_cumregret_mean,TS-Improved_cumregret_se,TS-Bayes_thinnesses_mean,TS-Bayes_thinnesses_se,TS-Freq_thinnesses_mean,TS-Freq_thinnesses_se,TS-Improved_thinnesses_mean,TS-Improved_thinnesses_se
2720.3636647941435,402.469663824896,596.2848407582261,38.45232034106707,595.3050201446798,112.2962642987204,1.0730649841726596,0.0012486270887364695,1.0757674643022792,0.0011505383583012957,1.0763458332594054,0.0011795333627830594
2720.801422904878,402.5350582976773,596.338651372094,38.45428881622142,595.351717654564,112.30859684169226,1.073064984175505,0.0012486270892514968,1.075767464739013,0.0011505383681949582,1.0763458334709815,0.0011795333594522518
2721.239181015613,402.60045277112334,596.3704563761387,38.45835140990996,595.4010374780396,112.32091042462116,1.0730649841783622,0.001248627089769973,1.07576746506356,0.0011505383835482253,1.0763458336617981,0.0011795333565759768
2721.6769391263488,402.6658472452339,596.3908798156415,38.461729155426625,595.4493801359575,112.33319515338013,1.0730649841812063,0.0012486270902850002,1.075767465242826,0.0011505383826580452,1.0763458341576218,0.0011795333596384462
2722.114697237081,402.73124172000877,596.4393312828915,38.463349068564874,595.4960776458418,112.34553037815358,1.0730649841840427,0.0012486270907983033,1.0757674667464971,0.0011505383767287099,1.0763458343683956,0.0011795333563344112
2722.552455347816,402.7966361954473,596.4766444643461,38.46613073934724,595.5453974693174,112.35784664877377,1.0730649841868878,0.0012486270913133306,1.0757674671938573,0.0011505383786070084,1.0763458345584482,0.0011795333534885602
2722.990213458552,402.8620306715492,596.5284933635361,38.467509940172285,595.5938389309854,112.37018413633521,1.0730649841897233,0.0012486270918272084,1.0757674680891547,0.001150538324147574,1.0763458347602093,0.0011795333515225684
2723.427971569285,402.92742514831457,596.5650526879895,38.469920991872556,595.6546261591221,112.38210766993426,1.0730649841925715,0.0012486270923428105,1.0757674685839906,0.001150538301214363,1.0763458372704602,0.0011795330011031564
2723.86572968002,402.99281962574275,596.5954754278455,38.47203051537907,595.7039459825977,112.3944266333714,1.0730649841954074,0.001248627092856688,1.0757674688320285,0.0011505383083663708,1.0763458374597448,0.0011795329982792098
2724.303487790755,403.0582141038331,596.6336257046243,38.47359156373919,595.7820176994996,112.40556413444178,1.073064984198246,0.001248627093369991,1.0757674693122798,0.001150538306009608,1.076347464644191,0.0011794000859381537
2724.74124590149,403.12360858258603,596.6630690662568,38.47668053160967,595.82984385912,112.41791733737536,1.0730649842010869,0.0012486270938844434,1.0757674695218526,0.0011505383133593645,1.076347465068949,0.0011794000820178963
2725.179004012224,403.1890030620005,596.6875464035865,38.47668488453445,595.8782853207881,112.43025933406255,1.0730649842039324,0.0012486270944011952,1.0757674698360837,0.001150538308990183,1.076347465269338,0.0011794000800869778
2725.616762122959,403.25439754207684,596.7165781571339,38.478899429544306,595.9249828306724,112.4426016786733,1.0730649842067634,0.0012486270949133484,1.075767470181557,0.0011505383137118182,1.0763474654779892,0.001179400076837339
2726.054520233693,403.3197920228143,596.7457048367716,38.48077442188453,595.974302654148,112.45492516067542,1.0730649842096012,0.001248627095427801,1.0757674706004996,0.0011505383189013127,1.0763474656660252,0.0011794000740501954
2726.4922783444285,403.3851865042126,596.7689639471623,38.48346304670122,596.0230071755758,112.4672616617352,1.0730649842124282,0.0012486270959393793,1.0757674709438456,0.0011505383511224642,1.0763474660769947,0.0011794000692968377
2726.930036455162,403.4505809862715,596.7918633819008,38.48349716880657,596.0714486372439,112.47960726438801,1.0730649842152575,0.0012486270964509579,1.0757674711744825,0.0011505383630510025,1.07634746627632,0.0011794000673969551
2727.367794565898,403.5159754689909,596.8171030000711,38.48452942628125,596.1122672391626,112.48926461314437,1.0730649842180862,0.0012486270969642608,1.0757674715755696,0.0011505383604197622,1.0763474675301212,0.001179400117746885
2727.805552676631,403.5813699523702,596.8499832120604,38.48584915762238,596.1607087008307,112.50161183601999,1.0730649842209181,0.0012486270974775638,1.0757674719574062,0.0011505383916939657,1.0763474677289653,0.0011794001158616076
2728.243310787366,403.6467644364088,596.8909332139252,38.48481518877615,596.2200931000356,112.51350826987202,1.0730649842237459,0.0012486270979891422,1.0757674745661414,0.001150538447459036,1.0763474744849935,0.0011793998613442657
2728.681068898102,403.7121589211069,596.9103803141082,38.4851589970839,596.26679060992,112.52585663719437,1.0730649842265805,0.00124862709850302,1.0757674747786665,0.001150538451827593,1.0763474746917847,0.0011793998581451355
2729.118827008834,403.7775534064642,596.9481623260301,38.4901112694268,596.313943232721,112.53819803949126,1.0730649842294049,0.0012486270990140235,1.0757674751394837,0.0011505384457229666,1.0763474751401487,0.001179399881800564
2729.5565851195693,403.84294789248,597.0000551763385,38.493002340411614,596.3615191044129,112.5505278874997,1.0730649842322328,0.0012486270995267516,1.0757674761759646,0.0011505383791216536,1.0763474753346933,0.0011793998777446
2729.994343230305,403.90834237915413,597.0495705783854,38.49640247527093,596.4108389278886,112.56285928008712,1.0730649842350544,0.0012486271000377552,1.0757674769484675,0.0011505383460184322,1.0763474755204145,0.0011793998750316986
