TS-Bayes_cumregret_mean,TS-Bayes_cumregret_se,OFUL_cumregret_mean,OFUL_cumregret_se,TS-Freq_cumregret_mean,TS-Freq_cumregret_se,TS-Improved_cumregret_mean,TS-Improved_cumregret_se,TS-Bayes_thinnesses_mean,TS-Bayes_thinnesses_se,OFUL_thinnesses_mean,OFUL_thinnesses_se,TS-Freq_thinnesses_mean,TS-Freq_thinnesses_se,TS-Improved_thinnesses_mean,TS-Improved_thinnesses_se
26.947654864408893,2.550172710416145,0.0,0.0,24.45325648645793,2.376766666902739,26.82863561220378,2.678818806588282,1.0074172722309012,0.000550846774134137,1.012739367083668,,1.0069539381291925,0.000580284137930828,1.008052622288788,0.0005243198195017038
45.61049865252868,4.245086131751125,0.0,0.0,41.9301911426934,4.012755224865703,42.64540361706149,4.246231534603838,1.0102976833335182,0.0004842161185532964,1.014599312391785,4.939886415068794e-09,1.0107047456034206,0.0005365780065505828,1.0106785907582758,0.0004853943570395321
60.39918322598393,5.795391346537763,0.0,0.0,54.34843285748547,5.322899933875796,55.046854670064256,5.701464826328576,1.0116800248880427,0.0004184731485600984,1.0153461651336213,,1.0132812625720207,0.0004840694351227046,1.0125648350863814,0.00040777714479269824
73.30663330961573,7.266807365233422,0.0,0.0,63.536742190778206,6.416947809745714,65.87748344630688,7.0890578213957784,1.012395050885721,0.00038802737562788653,1.01574900036674,6.225502107943219e-09,1.014614274630143,0.00048631116387942285,1.0132322561691312,0.00042025228503318187
85.90654867027028,8.750842291172098,0.0,0.0,70.22868543970336,7.376297077191867,76.66771531031769,8.517066287290177,1.0127591954864663,0.00038331390613372245,1.0160010160015247,,1.0156583543080335,0.000482155773225162,1.0136897432624783,0.00042213639591669595
98.81220305891863,10.293986322364251,0.0,0.0,75.3377134243414,8.25183032851851,86.54382502291836,9.881158581143511,1.0130006748753488,0.00037497035504684834,1.0161735558713287,,1.0163293965511837,0.00046618916968026636,1.0141039953717936,0.0004135207309103937
111.4121184195732,11.813582896663213,0.0,0.0,80.40332817465891,9.052327148754104,96.41993473551904,11.27580813838946,1.0131015541234691,0.00038287254571210477,1.0162990946395931,7.385574796077292e-09,1.0170026947749584,0.00045945062941417575,1.0142553170829718,0.0004249042758908973
124.01203378022772,13.341614452775033,0.0,0.0,84.54003114021388,9.820952450222968,105.95267212183771,12.641049936853854,1.0131734544560702,0.00038864206546646306,1.0163945352271784,5.745878263165325e-09,1.0175114960335738,0.00043393191441638574,1.014463684761639,0.0004313605570742869
136.61194914088227,14.87548185624615,0.0,0.0,87.70237768310959,10.50560547307758,115.48540950815635,14.026922681007912,1.0132277250443145,0.0003930392814494771,1.016469543126277,,1.0177889545851806,0.00043139521381485975,1.0145524552492369,0.00043909752186954123
149.21186450153687,16.41354908614744,0.0,0.0,90.86472422600525,11.229860042976053,125.01814689447507,15.427867589287702,1.0132702953842796,0.0003965048978747403,1.0165300454651305,,1.0179139887237798,0.0004376016734262964,1.0146137627048,0.0004441782820981516
161.81177986219134,17.954736858280196,0.0,0.0,94.06484280627068,11.827432422831341,134.25993926361096,16.804695892650145,1.0133046463814963,0.00039930873218623934,1.0165798790335845,,1.0182921520839194,0.00042354871392671087,1.014772267948012,0.00044612496585159873
174.4116952228459,19.49830522367649,0.0,0.0,97.26120554833635,12.455265373780392,143.1828997307399,18.1487067614257,1.0133329803159992,0.00040162508749366354,1.01662163712594,0.0,1.018464029400798,0.00043117842088564437,1.0149403750295196,0.00044917972425455825
187.01161058350056,21.043730335662072,0.0,0.0,99.48890646603475,13.048204490719282,152.10586019786885,19.506676130414302,1.01335676730697,0.00040357168443110356,1.0166571355507126,,1.0186421042078817,0.00042250674253919594,1.0149979973995238,0.00045487069464364167
