TS-Bayes_cumregret_mean,TS-Bayes_cumregret_se,TS-Freq_cumregret_mean,TS-Freq_cumregret_se,TS-Improved_cumregret_mean,TS-Improved_cumregret_se,TS-Thinness_cumregret_mean,TS-Thinness_cumregret_se,TS-ThinnessDirected_cumregret_mean,TS-ThinnessDirected_cumregret_se
19.290083439447834,4.848051472537381,31.95190775677677,6.104830336020354,33.66751972998642,5.863714652070334,25.38065961372594,6.355218378109165,31.702135194074835,6.519264898772317
32.128929208372945,8.646388607167193,48.10773690854684,9.413866733591263,52.894594199106145,9.3217666725182,41.517793215500454,10.422154620895702,44.67114715155769,9.966545646487265
44.93122326497178,12.791655235570557,57.917861661275914,12.259525195918284,68.92406161941612,12.72459134177524,54.55867023153646,14.034460552882686,57.64015910904054,13.521365852898343
54.57568823412968,16.10595620608166,70.87460208859396,14.937790878924593,81.73077308033858,15.931192915745562,67.59954724757245,17.66877013119818,70.6091710665234,17.11685491068958
64.2201532032876,19.443417310008275,77.25595845426119,17.05686731163348,94.53748454126105,19.2778391038647,80.64042426360842,21.31383052756965,83.57818302400626,20.731864234567333
73.86461817244552,22.793867548146075,80.43132728874272,18.26205252269991,105.69775297425637,22.301594303829887,93.68130127964442,24.964933094982193,96.54719498148911,24.35770416826529
83.50908314160343,26.15231516799446,83.60669612322427,19.637257013938044,116.85802140725173,25.44559774667111,106.7221782956804,28.619765477481685,109.51620693897198,27.990166043776615
93.15354811076134,29.516030377105036,86.7820649577058,21.149340995773304,128.01828984024706,28.670317212978727,119.76305531171639,32.27706068410359,122.48521889645481,31.62696828766401
102.79801307991923,32.88339671522166,88.35303649659613,21.95986601936032,139.17855827324234,31.951323004140352,132.80393232775236,35.93606678108634,135.45423085393767,35.266768154749954
112.44247804907715,36.253396800458596,89.92400803548647,22.8497857708343,150.33882670623774,35.27291173906182,145.8448093437884,39.59630947265447,148.42324281142052,38.90872439690266
122.08694301823508,39.625358665187385,91.4949795743768,23.810199644475773,159.8162632025061,38.11022249973606,158.88568635982435,43.25747485561188,161.39225476890337,42.552283339541624
131.73140798739297,42.99882078441651,94.69917342757626,23.373761199386735,167.6995401887397,40.546423955230544,171.92656337586033,46.919346934752845,174.36126672638622,46.19706576963951
141.3758729565509,46.373455748826665,94.69917342757626,23.373761199386735,175.5828171749733,43.07300896380758,184.96744039189633,50.58177222630346,187.33027868386907,49.842803283336956
151.02033792570882,49.749024885506955,94.69917342757626,23.373761199386735,183.46609416120685,45.674980852719095,198.0083174079323,54.24463867695799,200.29929064135194,53.48930059048925
160.6648028948667,53.12535012366114,94.69917342757626,23.373761199386735,191.34937114744042,48.340167766127124,211.04919442396826,57.90786257239984,213.26830259883482,57.136412219173025
170.3092678640246,56.502295919694845,94.69917342757626,23.373761199386735,199.232648133674,51.05867147193929,224.09007144000424,61.571380113526,226.23731455631764,60.7840275894916
179.95373283318256,59.879757283779426,94.69917342757626,23.373761199386735,205.48217128023356,53.239016171817596,237.13094845604027,65.235141828119,239.20632651380055,64.4320611483301
189.59819780234048,63.25765163412483,94.69917342757626,23.373761199386735,211.73169442679318,55.48204332342491,250.17182547207625,68.89910876386891,252.1753384712834,68.08044567087886
199.24266277149837,66.63591312420535,94.69917342757626,23.373761199386735,217.98121757335275,57.780453422221065,263.21270248811226,72.56324983382572,265.14435042876624,71.72912760357598
208.8871277406563,70.01448860958266,94.69917342757626,23.373761199386735,224.23074071991238,60.12789570530664,276.2535795041482,76.22753992689991,278.11336238624915,75.37806375793919
218.53159270981422,73.39333472706157,94.69917342757626,23.373761199386735,230.48026386647194,62.51884727148065,289.29445652018427,79.89195853800412,291.082374343732,79.02721891932593
228.1760576789722,76.77241574412005,94.69917342757626,23.373761199386735,236.72978701303154,64.94850317210496,302.3353335362202,83.55648875844027,304.05138630121485,82.67656408832825
237.8205226481301,80.15170195167357,97.8043002440035,23.143824828019604,242.97931015959108,67.41267864708279,315.37621055225617,87.22111652066077,317.0203982586977,86.3260751678257
247.464987617288,83.5311684465398,97.8043002440035,23.143824828019604,249.22883330615068,69.90772345305265,328.41708756829223,90.88583002565441,329.9894102161806,89.9757319693038
257.1094525864459,86.91079419767651,97.8043002440035,23.143824828019604,255.47835645271024,72.43044755030746,341.4579645843281,94.55061930343847,342.9584221736635,93.62551745140938
266.75391755560383,90.29056132193413,97.8043002440035,23.143824828019604,261.72787959926984,74.9780570848759,354.4988416003642,98.21547587190874,355.9274341311463,97.27541712980518
276.39838252476176,93.67045451646642,97.8043002440035,23.143824828019604,267.9774027458294,77.54809948698737,367.5397186164002,101.88039246929392,368.8964460886292,100.92541861499652
