TS-Bayes_cumregret_mean,TS-Bayes_cumregret_se,TS-Freq_cumregret_mean,TS-Freq_cumregret_se,TS-Improved_cumregret_mean,TS-Improved_cumregret_se,TS-Bayes_thinnesses_mean,TS-Bayes_thinnesses_se,TS-Freq_thinnesses_mean,TS-Freq_thinnesses_se,TS-Improved_thinnesses_mean,TS-Improved_thinnesses_se
0.0,0.0,0.0,0.0,0.0,0.0,1.0084389681792205,,1.0084389681792205,,1.0084389681792205,
0.0,0.0,0.0,0.0,0.0,0.0,1.0170952554312154,,1.0170952554312154,,1.0170952554312154,
0.0,0.0,0.0,0.0,0.0,0.0,1.0259783520851515,8.125898967513165e-09,1.0259783520851515,8.125898967513165e-09,1.0259783520851515,8.125898967513165e-09
0.0,0.0,0.0,0.0,0.0,0.0,1.03509833901353,3.788719929240514e-09,1.03509833901353,3.788719929240514e-09,1.03509833901353,3.788719929240514e-09
0.0,0.0,0.0,0.0,0.0,0.0,1.0444659357341848,7.947285970052083e-09,1.0444659357341848,7.947285970052083e-09,1.0444659357341848,7.947285970052083e-09
0.0,0.0,0.0,0.0,0.0,0.0,1.0540925533894623,,1.0540925533894623,,1.0540925533894623,
0.0,0.0,0.0,0.0,0.0,0.0,1.063990353197865,,1.063990353197865,,1.063990353197865,
0.0,0.0,0.0,0.0,0.0,0.0,1.0741723110591477,7.947285970052083e-09,1.0741723110591477,7.947285970052083e-09,1.0741723110591477,7.947285970052083e-09
0.0,0.0,0.0,0.0,0.0,0.0,1.0846522890932813,,1.0846522890932813,,1.0846522890932813,
0.0,0.0,0.0,0.0,0.0,0.0,1.0954451150103344,,1.0954451150103344,,1.0954451150103344,
0.0,0.0,0.0,0.0,0.0,0.0,1.1065666703449752,6.670729793425542e-09,1.1065666703449752,6.670729793425542e-09,1.1065666703449752,6.670729793425542e-09
0.0,0.0,0.0,0.0,0.0,0.0,1.1180339887498965,,1.1180339887498965,,1.1180339887498965,
0.0,0.0,0.0,0.0,0.0,0.0,1.1298653657320623,5.6195798014525375e-09,1.1298653657320623,5.6195798014525375e-09,1.1298653657320623,5.6195798014525375e-09
